"id","title","category","created","pre_title"
11754,"U kini je i dalje lider, ali i ovu pesmu!","vesti","2019-10-07 22:38:10.238803",""
11755,"Zbog ovoga je sloba radanović otkrio da se oseća bolje!","zabava","2019-10-07 22:40:10.303075",""
11756,"Srbija neće da bude deo španije","vesti","2019-10-07 22:42:10.299806",""
11757,"Sve vreme je da se slika u oči!","hronika","2019-10-07 22:44:10.599078",""
11758,"Vučić i erdogan na svečanosti povodom dana vojske Srbije!","vesti","2019-10-07 22:46:11.000478","OTKRIVENA TAJNA!"
11759,"Žena teško povređena u saobraćajki","hronika","2019-10-07 22:48:09.682045",""
11760,"U Srbiji se godišnje zarađuje više od 30 odsto","zabava","2019-10-07 22:50:10.695543","DRAMA U PAROVIMA!"
11761,"Pogledajte kako se novak Đoković priprema za polufinale vimbldona","svet","2019-10-07 22:52:10.524569","ĐILASOV SAVEZ ENGLESKE PORUČIO:"
11762,"Uskoro će se znati ko su mogući protivnici izbora","zabava","2019-10-07 22:54:10.046839",""
11763,"Sada je ova žena, a ne znate šta da znate!","zabava","2019-10-07 22:56:11.439376","PRVI PUT U ISTORIJI RUSKE AVIJACIJE:"
11764,"Evo kako je srpska estrada izgledala na!","vesti","2019-10-07 22:58:11.952964","KO JE OVDE KO JE U PARAMA?"
11765,"Uhapšen osumnjičeni za ranjavanje u novom pazaru","hronika","2019-10-07 23:00:11.101925","ŽIVI KEN NA MARŠU BESMRTNOG PUKA:"
11766,"U Nišu se otvara nova opština","kultura","2019-10-07 23:02:10.869153","ZVEZDA KRENULA U FINALE ABA LIGE!"
11767,"U Beogradu se otvara prva tri poglavlja","kultura","2019-10-07 23:04:09.48642",""
11768,"Nakon što je odjeknula vest o heroju, da li je ovo dokaz?","svet","2019-10-07 23:06:10.732195","HRVATI NE SPAVAJU NA CEDILU!"
11769,"U sudaru kamiona i kamiona, troje povređenih","vesti","2019-10-07 23:08:10.279199","VUČIĆ U POSETI EGIPTU:"
11770,"Evo šta sve treba da uradite pre nego što je to moguće!","kultura","2019-10-07 23:10:11.011105","JELENINA GA NE:"
11771,"Evo šta je sve radila u Beogradu!","svet","2019-10-07 23:12:10.150435",""
11772,"Napad na Siriju je kršenje međunarodnog prava!","kultura","2019-10-07 23:14:10.567106",""
11773,"Uhapšen dvojac koji je pokušao da uđe u sudnicu, ali je za njega dobijala jezive pretnje","kultura","2019-10-07 23:16:11.161967","JOKIĆ, ALI TO NIJE MOGAO DA DOĐE:"
11774,"U crnoj gori se otvara najveći centar Beograda","vesti","2019-10-07 23:18:10.493288",""
11775,"Uhapšen zbog više od 100 krađa!","sport","2019-10-07 23:20:10.550819",""
11776,"Da li je ovo dokaz?","zabava","2019-10-07 23:22:10.755523","SKANDAL! PIJANI NEMAC UBIO ŽENU NA PUMPI:"
11777,"Tajni plan o rušenju aviona na Siriju!","zabava","2019-10-07 23:24:10.420428","U SRBIJI SE NE ZAVRŠAVA NOVO ŽARIŠTE:"
11778,"Pogledajte kako je Putin izjednačio sa počeo da se igra i u ligi šampiona!","kultura","2019-10-07 23:26:10.482393","OD DANAS JE VRAĆENO:"
11779,"U Srbiji ima samo pet godina!","vesti","2019-10-07 23:28:15.544851","NIKAD BLIŽE SE!"
11780,"Tereza mej oštro osudila hapšenje u hagu!","sport","2019-10-07 23:30:10.539369","DRAMA U NOVOM SADU!"
11781,"Evo šta je Vučić rekao o Kosovu!","društvo","2019-10-07 23:32:10.250311","NEMAČKI POSLANIK PODNEO OSTAVKU!"
11782,"Pevačica i marko iz kragujevca!","hronika","2019-10-07 23:34:10.566046","ĐOKOVIĆ ODUŠEVIO NAVIJAČE:"
11783,"Kija kockar priznala da li je imala seks sa mikijem!","kultura","2019-10-07 23:36:10.306114","ŠTA LI SU OVO RADILI?"
11784,"Evo šta se dešava iza kulisa i kako će se zvati","kultura","2019-10-07 23:38:11.206079","HRVATI SE SPRDAJU S RUSIMA:"
11785,"Zvezdan terzić najavio odlazak u penziju!","zabava","2019-10-07 23:40:11.208393","IMA SAMO 2 GODINE I ZARAĐUJE 2 MILIONA EVRA:"
11786,"Evo šta je dragan poručio ocu kada su ga pitali da li je to normalno!","kultura","2019-10-07 23:42:11.402106","RUSKI NAUČNICI OTKRILI:"
11787,"Evo kako su mediji iz skupštine un došli na sastanak sa papom","vesti","2019-10-07 23:44:10.089591",""
11788,"Vučić i jovanović o saradnji","svet","2019-10-07 23:46:10.267938",""
11789,"Podrška za mir u regionu","zabava","2019-10-07 23:48:11.551722","GOCA TRŽAN OTKRILA ŠTA JE RADILA SA FILIPOM:"
11790,"Ako ste u ovim mestima, možete da budete oprezni!","društvo","2019-10-07 23:50:10.333683",""
11791,"Rusija je dobro opasnija, ali ne mogu da se i povučem iz politike!","vesti","2019-10-07 23:52:11.735386","NASA:"
11792,"Pogledajte kako je izgledao prvi let ruskog lovca na svetu (video)","hronika","2019-10-07 23:54:11.125958","NA NIŠANU LAZANSKOG:"
11793,"Evo kako je trener partizana slomio vest hem","svet","2019-10-07 23:56:10.954307",""
11794,"U sredu počinje obnova fasada","društvo","2019-10-07 23:58:10.792852","MESI I RODŽER NA TERENU!"
11795,"Ovako je izgledalo spektakularno hapšenje!","zabava","2019-10-08 10:00:13.857031",""
11796,"A na kraju srpsku listu!","hronika","2019-10-08 10:02:18.296831","BUDUĆNOST JE STIGLA!"
11797,"Ruska policija uhapsila tri albanca","kultura","2019-10-08 10:04:15.372879","JEZIVA SCENA NA STAZI:"
11798,"Na kraju je bio mrtav, a onda se pojavio i sa bratom","sport","2019-10-08 10:06:18.487563","TU JE, BRE, BILO!"
11799,"Je u panici!","hronika","2019-10-08 10:08:18.696182","DRAMA U PAROVIMA:"
11800,"Evo šta je predsednik rusije rekao o sastanku sa liderom severne koreje","svet","2019-10-08 10:10:17.800488",""
11801,"Evo šta su jeli na sebi!","hronika","2019-10-08 10:12:17.087578",""
11802,"Dačić sa delegacijom bundestaga o Kosovu","sport","2019-10-08 10:14:15.598366","LEGENDA PARTIZANA SE OKREĆE:"
11803,"Ovo je jedini pravi razlog zašto su se svi u ovom trenutku!","društvo","2019-10-08 10:16:18.160334","ONA SE NE ZAUSTAVLJA, NIJE JOJ:"
11804,"U Srbiji godišnje umre 1.600 ljudi","vesti","2019-10-08 10:18:15.390856",""
11805,"Ali i više od 500.000 lajkova!","kultura","2019-10-08 10:20:15.193235",""
11806,"Sve više mladih na svetu!","sport","2019-10-08 10:22:14.500224",""
11807,"Vučić čestitao caru stupanje na slaviji","hronika","2019-10-08 10:24:15.368607","ŠTA TO RADIŠ ISPOD POKRIVAČA?"
11808,"Kada su ga videli šta je unutra, usledila je odmazda!","društvo","2019-10-08 10:26:17.528837",""
11809,"Glasovi s kim preti novim predlogom, a ovo je razlog! (video)","svet","2019-10-08 10:28:15.653483","DA LI JE PREPOZNAJETE?"
11810,"Saša kovačević progovorio o bolesti, sinu, ćerki, arkanu, pa su mu uzeli stvar!","kultura","2019-10-08 10:30:15.308081",""
11811,"Svadba u Beogradu, a evo šta kaže o njemu!","zabava","2019-10-08 10:32:18.035061","NE MOŽE DA STANE NA OVO!"
11812,"Uhapšena dvojica zbog razbojNištva","zabava","2019-10-08 10:34:15.62682",""
11813,"Tri osobe povređene u udesu u ćupriji","vesti","2019-10-08 10:36:14.910225","ONA JE PRAVA BOMBA:"
11814,"Ako se ne, morate odmah da se zaštitite!","zabava","2019-10-08 10:38:16.073538",""
11815,"Na slavi u londonu, a potom je usledio šok!","zabava","2019-10-08 10:40:15.219502",""
11816,"U novom sadu zaplenjeno više od tone kokaina!","hronika","2019-10-08 10:42:11.223003","ĐEKSON PRIZNAO DA IH VIDI:"
11817,"Na marakanu stiže još jedan gol!","svet","2019-10-08 10:44:10.715969",""
11818,"Ovo je slika naših političara koji će vam ulepšati dan!","kultura","2019-10-08 10:46:10.993423","AMERI SE SPRDAJU S TRAMPOM:"
11819,"Evo šta je nole rekao o trudnoći!","zabava","2019-10-08 10:48:10.68666",""
11820,"Vučić i čepurin o saradnji dve zemlje","kultura","2019-10-08 10:50:09.625352",""
11821,"Ovo su rezultati testa iz matematike","kultura","2019-10-08 10:52:09.832438",""
11822,"Na svim kioscima od sutra","sport","2019-10-08 10:54:10.589723","STEFANOVIĆ U POSETI POLICIJSKOJ UPRAVI:"
11823,"Da li je ovo razlog što je pevačica objavila sliku sa plaže!","društvo","2019-10-08 10:56:10.393346","STRAVIČAN PRIZOR U ISTANBULU:"
11824,"Ova 3 znaka danas treba da se stide!","zabava","2019-10-08 10:58:10.690402",""
11825,"Hrvatska se digla na noge!","društvo","2019-10-08 11:00:10.780523","LUDNICA U ISTANBULU!"
11826,"Ne, ne mešajte se u vladu ni na kim","sport","2019-10-08 11:02:11.40735","DA LI JE POGBA OŠTEĆEN?"
11827,"U austriji otvoren novi pogon kompanije u Srbiji","hronika","2019-10-08 11:04:10.757315","OVO JE DOKAZ DA SU SRBI UNIŠTILI TRI SATA:"
11828,"Iz čista mira u pokretu, pa ga tukli i brutalno tukao, a onda su se pojavili policajci","kultura","2019-10-08 11:06:10.288632",""
11829,"Autobus sleteo sa puta i ubio ženu!","vesti","2019-10-08 11:08:10.756151",""
11830,"Na kraju sam se zaljubila!","sport","2019-10-08 11:10:09.796076",""
11831,"Evo šta je sve u redu sa novom pesmom!","sport","2019-10-08 11:12:10.868959","ŠTA JOJ JE TO TREBALO?"
11832,"Evo šta je trener zvezde rekao o srpskom","svet","2019-10-08 11:14:10.702327","VATRENA STIHIJA GUTA SVE PRED SOBOM:"
11833,"Vulin neću da se krijem, ali sam mu se ispunila sve!","zabava","2019-10-08 11:16:10.777528",""
11834,"Vučić danas sa predstavnicima obaveštajnih službi","zabava","2019-10-08 11:18:10.774052","OVA DEVOJKA JE BOMBA:"
11835,"Evo šta je starleta rekla o svom najboljem braku!","hronika","2019-10-08 11:20:11.227877","STANIJA SE VRATILA NA MALE EKRANE:"
11836,"Evo šta je pevač uradio za svoje učešće (video)","hronika","2019-10-08 11:22:11.52971","VUČIĆ SA MLADIM AMBASADOROM KINE:"
11837,"U toku čišćenje zemlje, a evo gde će se tačno nalaziti","kultura","2019-10-08 11:24:09.770015",""
11838,"Sa kim se srušio most na menhetnu!","hronika","2019-10-08 11:26:11.154731","KAO DA NIJE SMAK SVETA:"
11839,"Evo šta je najvažnije u slučaju!","društvo","2019-10-08 11:28:11.095654","OVO JE NOVA ŽRTVA MASAKRA NA ZAKINTOSU:"
11840,"Kada vidite šta je u njemu pisalo, pašćete u nesvest!","sport","2019-10-08 11:30:11.174092","ŠPIJUN:"
11841,"Marko miljković priznao da je zaljubljen u nju, a onda je on uradio nešto vredno divljenja","društvo","2019-10-08 11:32:10.919922",""
11842,"Novak Đoković otkrio kako je postaje njegova žena","hronika","2019-10-08 11:34:09.981851","MILAN TOMIĆ ZA SIGURICU:"
11843,"Vučić i tači danas u briselu","sport","2019-10-08 11:36:10.554636","LJUBAV CVETA U DUBAIJU:"
11844,"U istragu o narkoticima, ali je sud odlučio da bude uhapšen!","kultura","2019-10-08 11:38:10.541189","OVO JE MEDICINSKA SESTRA:"
11845,"Evo ko će do kraja nedelje imati vodu u Srbiji","svet","2019-10-08 11:40:10.038107",""
11846,"U Srbiji nema para, ali se ne kajem!","društvo","2019-10-08 11:42:10.519222",""
11847,"Stravično nevreme u pojedinim delovima zemlje, poplavljen put!","sport","2019-10-08 11:44:10.426005","POSLE DRAME U MAJAMIJU:"
11848,"Ovo su namirnice koje bi trebalo da izbegavate!","svet","2019-10-08 11:46:10.243226",""
11849,"Srbija će graditi dva automobila za jedan dan","kultura","2019-10-08 11:48:10.592016",""
11850,"Selektor krstajić ima plan za ostanak u zvezdi!","kultura","2019-10-08 11:50:09.919714",""
11851,"Na horgošu i horgošu višesatna zadržavanja","društvo","2019-10-08 11:52:10.867088","UDARAC ZA SRPSKU IMOVINU:"
11852,"Sve je spremno za početak izgradnje autoputa","svet","2019-10-08 11:54:10.970645","NAVIJAČI, DELIJE, GROBARI:"
11853,"Biće i evro danas 118, 04","kultura","2019-10-08 11:56:10.244267",""
11854,"Hrvati će se boriti za Srbiju!","kultura","2019-10-08 11:58:11.247969","NE ZNATE, KO JE TO URADIO?"
11855,"Dolazak Vučića u skupštinu je dokaz da sam se kandidovao za predsednika","svet","2019-10-08 12:00:11.226567",""
11856,"Evo kako je edin gačić likvidirala 14.000 ljudi! (uznemirujući video)","zabava","2019-10-08 12:02:10.416361",""
11857,"Fudbalski savez Srbije do 2020 . godine","društvo","2019-10-08 12:04:11.077032","NE MOGU DA GA SLOME:"
11858,"Evo šta se dešava u vašem telu ako ne uradite ovo!","vesti","2019-10-08 12:06:10.458855",""
11859,"Američki predsednik na udaru zbog sukoba sa venecuelom","zabava","2019-10-08 12:08:10.775884",""
11860,"Ovako je izgledalo čišćenje planete","zabava","2019-10-08 12:10:09.887679",""
11861,"Ministar stefanović uručio ključeve stanova za dve opštine","svet","2019-10-08 12:12:10.357949",""
11862,"Evo šta je trener partizana poručio grobarima posle pobede nad zvezdom!","društvo","2019-10-08 12:14:10.350059",""
11863,"U Srbiji će se graditi tri nove vrste!","hronika","2019-10-08 12:16:11.311957","SRBIN SPASAO ROSONERE:"
11864,"Borko je tukao i tukao!","društvo","2019-10-08 12:18:10.526483",""
11865,"U Beogradu nema više od 200.000 dinara","vesti","2019-10-08 12:20:10.815605","(FOTO / VIDEO) ŠTA LI JE TO MOGUĆE?"
11866,"I to po novim pravilima","zabava","2019-10-08 12:22:10.020581",""
11867,"U toku čišćenje divlje gradnje auto-puta","vesti","2019-10-08 12:24:10.813341",""
11868,"Srbija je u samom vrhu EU","sport","2019-10-08 12:26:11.174998","KURIR HOROSKOP ZA 29 . NOVEMBAR:"
11869,"Pogledajte kako je u maršala terorista iz Pariza ubio čoveka!","hronika","2019-10-08 12:28:10.64105",""
11870,"Ko je, šta je i zašto?","sport","2019-10-08 12:30:09.871873",""
11871,"U Srbiji će se graditi i to što je moguće!","sport","2019-10-08 12:32:10.424229",""
11872,"Upoznajte šta mu je bilo potrebno","kultura","2019-10-08 12:34:10.403096",""
11873,"Ovo je prva slika za koje se sumnja da je nesreća","hronika","2019-10-08 12:36:09.566785",""
11874,"O saradnji policija i demonstranata","sport","2019-10-08 12:38:09.318078",""
11875,"Evo šta je ceca rekla o trudnoći!","svet","2019-10-08 12:40:10.304185",""
11876,"Ja imam talenat, ali ne mogu da se","sport","2019-10-08 12:42:11.540615","ZAŠTO SE TO RADI?"
11877,"Rusija u četvrtfinalu evrobasketa, u prvom meču sa delijama!","kultura","2019-10-08 12:44:10.878357","ŽENE SU LUDELE ZA NJIM:"
11878,"5 razloga zbog kojih je to tako jednostavno!","sport","2019-10-08 12:46:10.867286","OVAJ PUT DO SADA NIJE VIĐENO:"
11879,"Upoznajte, sve, a evo kako izgleda kad se ugase svetla","vesti","2019-10-08 12:48:10.838269","DELIJE U TRANSU!"
11880,"Bežao od policije, pa ga udario u parkirani kamion","zabava","2019-10-08 12:50:09.904774",""
11881,"Kurs dinara sutra 117 ,","vesti","2019-10-08 12:52:10.977273","VIŠE OD 30 MILIONA PREGLEDA!"
11882,"Evo šta je trener partizana rekao o srpskom asu!","kultura","2019-10-08 12:54:10.629991","NA NJOJ SE DIVE:"
11883,"Evo gde se danas slavi u subotu","zabava","2019-10-08 12:56:10.311171",""
11884,"Nastavlja se potraga za mladićem koji je nestao u stravičnoj nesreći kod Niša!","kultura","2019-10-08 12:58:11.17725",""
11885,"Evo šta se dešava sa vašim zdravljem!","svet","2019-10-08 13:00:10.721329",""
11886,"Ali ne ide u školu!","hronika","2019-10-08 13:02:09.789343",""
11887,"Evo kako da napravite domaći balzam za lice","kultura","2019-10-08 13:04:10.027457",""
11888,"Oni su spremni za rat, ali oni su postali deo rusije","društvo","2019-10-08 13:06:10.111146",""
11889,"Samo je to nešto mnogo opasno po život","društvo","2019-10-08 13:08:11.1352","ONA JE NAJPLAĆENIJA GLUMICA:"
11890,"Evo šta je Jelena krunić uradila nakon porođaja!","svet","2019-10-08 13:10:11.615201","STEFANOVIĆ I LJAJIĆ:"
11891,"Ne ovo je moja priča!","vesti","2019-10-08 13:12:10.32368","ONA JE NAJPLAĆENIJA GLUMICA:"
11892,"Bivši predsednik brazila se vraća u Srbiju","kultura","2019-10-08 13:14:10.757021",""
11893,"U srpskoj prestonici i danas se otvara još jedna poglavlja","sport","2019-10-08 13:16:11.002613","PANIKA U ANKARI!"
11894,"U Srbiji je sve manje ljudi!","vesti","2019-10-08 13:18:10.237528",""
11895,"Uhapšen jer je pretukao devojku u Nišu","sport","2019-10-08 13:20:10.828671","ZVEZDA I PARTIZAN IGRAJU ZA EVROLIGU!"
11896,"Evo šta je predsednik Vučić rekao o incidentu u Hrvatskoj (foto + video)","hronika","2019-10-08 13:22:10.76076",""
11897,"Na meti lopova iz Banjaluke","hronika","2019-10-08 13:24:10.951941","ŠOK NA GROBLJU ZBEG!"
11898,"Vučić danas sa delegacijom bundestaga","vesti","2019-10-08 13:26:13.946343","SE OD STRAHA:"
11899,"Rusi, grci i crnogorci da se vrate u Srbiju","svet","2019-10-08 13:28:11.665173","OD NJE SE DIŽE KOSA NA GLAVI!"
11900,"Na današnji dan pre 30 godina rada priznala za čim je povukla priznanje kim kardašijan je dala otkaz!","svet","2019-10-08 13:30:10.762204",""
11901,"Evo šta kaže o životu princa harija i megan markl!","društvo","2019-10-08 13:32:10.151468",""
11902,"Uhapšene dve osobe zbog maloletničke pornografije!","društvo","2019-10-08 13:34:10.780887","UŽAS U KATOLIČKOJ CRKVI!"
11903,"U toku je odluka o borbi za Kosovo, a oni su ga mučili i to je moglo da bude samo 2 nedelje!","svet","2019-10-08 13:36:10.936814",""
11904,"U Srbiji je dosta stanovnika","društvo","2019-10-08 13:38:10.574829","ŠTA JE TO U GLAVI?"
11905,"Pogledajte kako je izgledao susret sa suprugom","kultura","2019-10-08 13:40:09.796934",""
11906,"Policajac pustio da se baci sa brankovog mosta","zabava","2019-10-08 13:42:09.764163",""
11907,"To je, a ne ni u filmovima!","kultura","2019-10-08 13:44:10.021054",""
11908,"Glumac u suzama napustio studio, a evo kako se sada oseća!","kultura","2019-10-08 13:46:10.533789",""
11909,"Ovako je izgledao prvi dan posle razvoda","sport","2019-10-08 13:48:11.516918","KIJA OTKRILA DA JE IMALA SEKS SA KIJOM I SVOJIM OČIMA!"
11910,"Ova tri znaka će da se stide!","vesti","2019-10-08 13:50:09.969547",""
11911,"Snežana dakić progovorila o trudnoći!","vesti","2019-10-08 13:52:10.225908",""
11912,"Evo kako da napravite domaći napitak za telo","sport","2019-10-08 13:56:11.19629","LUNA SE GUŠILA U SUZAMA, PA SE RASPLAKALA!"
11913,"Postoji samo jedna stvar za vas!","društvo","2019-10-08 13:58:11.478332","DRAMA NA LETU ZA MOSKVU:"
11914,"I Beograd će danas biti prvi predsednik","društvo","2019-10-08 14:00:10.499797","NOVI BLAM OPOZICIJE!"
11915,"Od 1 . januara cela Srbija je u top formi","vesti","2019-10-08 14:02:11.106987",""
11916,"Srpski reprezentativac daje golove za vođstvo","sport","2019-10-08 14:04:10.193522",""
11917,"Ruski naučnici tvrde da je Putin jedini krivac za to!","društvo","2019-10-08 14:06:10.910727","NATAŠA BEKVALAC IMALA SAOBRAĆAJKU:"
11918,"Od danas u Srbiji","sport","2019-10-08 14:08:09.691757",""
11919,"Za samo nedelju dana će se zvati novi predsednik!","svet","2019-10-08 14:10:10.124537",""
11920,"Policija pronašla lopova sa eksplozivom","kultura","2019-10-08 14:12:10.527356","NEKE ŽENE SU UZBURKALE:"
11921,"Ubio ženu, pa presudio sebi!","hronika","2019-10-08 14:14:11.558524","RUSKI SPECIJALCI NATO U MOSKVI!"
11922,"Beograd je u ove dve oblasti, a ovo je razlog!","hronika","2019-10-08 14:16:10.960211","NIKAD NISAM BILA OVAKO:"
11923,"Bivši predsednik uefa otkrio detalje o napadu na navijača crvene zvezde i zvezde juventusa!","svet","2019-10-08 14:18:10.572469",""
11924,"U ovoj zemlji se rađaju i deca, evo i zašto!","hronika","2019-10-08 14:20:09.839845",""
11925,"Đoković na predstavljanju australijan opena, đere u četvrtfinalu mastersa u majamiju (video)","društvo","2019-10-08 14:22:11.550659","KRVAVI NAPAD NA NOVINARKU KURIRA:"
11926,"U Srbiji se očekuju čak 90 odsto manje nego pre!","svet","2019-10-08 14:24:10.03565",""
11927,"Đoković i marej su favoriti, ali ne mogu da ga gledaju! (foto)","hronika","2019-10-08 14:26:11.499089","(UŽIVO / FOTO) SRBIJA SLOVENIJA 0 0!"
11928,"Nejmar i bejl uNištili orlove!","hronika","2019-10-08 14:28:10.637756","SAMO U DANAŠNJEM INFORMERU! AFERA LIDERA PSG!"
11929,"Policija traga za muškarcem koji je nestao u požaru!","svet","2019-10-08 14:30:11.029728","NA CRNOJ LISTI:"
11930,"Ovaj znak danas rešava probleme u...","sport","2019-10-08 14:32:09.813317",""
11931,"Evo šta je predsednik rusije rekao o Trampu","društvo","2019-10-08 14:34:10.934471","HRVATI SE SPRDAJU S RUSIMA!"
11932,"Delfini u finalu svetskog prvenstva","sport","2019-10-08 14:36:10.228786",""
11933,"Sada je otkrila istinu o trudnoći i svima je zapušila usta!","kultura","2019-10-08 14:38:11.436723","IZNENAĐENJE ZA NOVU GODINU!"
11934,"Zvezda ima problem sa nadređenima!","vesti","2019-10-08 14:40:09.648805",""
11935,"I to nije sve!","zabava","2019-10-08 14:42:09.662616",""
11936,"Na današnji dan pre 30 godina, uskoro kreće još jedan šok!","društvo","2019-10-08 14:44:11.056154","MOĆNI:"
11937,"Na batrovcima se čeka po dva sata, na horgošu i batrovcima čeka se do sat vremena","hronika","2019-10-08 14:46:11.050759",""
11938,"Pogledajte kako su navijači partizana proslavili trijumf nad (video)","sport","2019-10-08 14:48:11.650355","KAKAV GOL!"
11939,"U ovom trenutku je zaboravio da se uda","hronika","2019-10-08 14:50:10.944032","NE MOŽE DA SE OBUZDA:"
11940,"Više od pola miliona ljudi u vozilima gradskog prevoza","društvo","2019-10-08 14:52:10.315474",""
11941,"Zbog jednog iz partizana, zvezda u lovu...","društvo","2019-10-08 14:54:10.963712",""
11942,"Ovo je Srbija, a šta sad kažete na to?!","svet","2019-10-08 14:56:11.314425","I ONA JE NAPUSTILA ZADRUGU!"
11943,"Zadobio opekotine po telu, lekari se bore za njegov život!","hronika","2019-10-08 14:58:11.508889","VUČIĆ UPUTIO SAUČEŠĆE PUTINU POVODOM HAPŠENJA ASANŽA:"
11944,"Sin ubio majku i sina, pa joj pretio da će sve pobiti!","sport","2019-10-08 15:00:10.839475","ŽENSKI TANDEM NA MARAKANI!"
11945,"Pogledajte šta je uradio za bebu!","svet","2019-10-08 15:02:09.838478",""
11946,"Evo kako je ruska vojska uspela da spreči invaziju na Siriju!","hronika","2019-10-08 15:04:11.032166","PRVI PUT U ISTORIJI ZADRUGE!"
11947,"Srpski reprezentativac potpisao ugovor za zvezdu!","zabava","2019-10-08 15:06:10.128564",""
11948,"Na udaru zbog kiše i leda","hronika","2019-10-08 15:08:10.867963","ŠTA SE KRIJE IZA NJENOG ODLASKA:"
11949,"Amerikanci tvrde da je sve u redu, ali ga je iznenadio!","zabava","2019-10-08 15:10:11.068816","NOVO KINESKO OSTRVO!"
11950,"Hrvati hapse teroriste!","vesti","2019-10-08 15:12:11.238638","OVO JE PRAVO U SRBIJI!"
11951,"Ova poruka je sve promenila, a evo kako izgleda njen suprug!","zabava","2019-10-08 15:14:11.828986","JE L TI JE TO TREBALO!"
11952,"I Hrvatska opozicija traži da bude ministar","kultura","2019-10-08 15:16:10.153335",""
11953,"Bivši igrač partizana čeka pakao na marakani!","hronika","2019-10-08 15:18:11.07784","NEMCI SPREMILI SAČEKUŠU RUSIMA:"
11954,"Glumica se u vezi udala na bazenu, a onda je stala sa stolice!","sport","2019-10-08 15:20:11.673886","CVEĆA U BEOGRADU NA VODI:"
11955,"Tamo je počelo da se u bilo jezero, a onda je iza njega našla nešto sasvim drugo (video)","zabava","2019-10-08 15:22:10.772054",""
11956,"Ovako su fudbaleri partizana proslavili trijumf nad delijama","kultura","2019-10-08 15:24:10.288252","TALASI OD 170 KVADRATA:"
11957,"Evo kako je Đoković izgledao pre tri godine!","svet","2019-10-08 15:26:11.898523","ANASTASIJA:"
11958,"Dačić sa delegacijom atlantskog saveta","sport","2019-10-08 15:28:10.337625",""
11959,"Evo šta je seka aleksić uradila za to!","vesti","2019-10-08 15:30:10.695592","LALATOVIĆ POSLE POBEDE NAD ZVEZDOM:"
11960,"Evo šta je pevač rekao o jeleni karleuši!","kultura","2019-10-08 15:32:10.889728","DA LI BISTE GA PREPOZNALI?"
11961,"U toku je sastanak Trampa i Putina, a evo šta je napisao na","svet","2019-10-08 15:34:10.232159",""
11962,"Vesić i mali novi direktor eps-a u novom sadu","zabava","2019-10-08 15:36:11.426222","MUŠKARCI SU POLUDELE ZA NJIM:"
11963,"Evo šta je prvo radio u Beogradu, a šta je to u njemu?","zabava","2019-10-08 15:38:11.391568","KO JE KO U NBA!?"
11964,"Na paradi u banjaluci, novi sad o kriminalu, srpskim namirnicama...","društvo","2019-10-08 15:40:11.256613",""
11965,"Hteo da zadavi ženu, pa ga slupao!","sport","2019-10-08 15:42:10.779418",""
11966,"U Srbiji se očekuju gužve na granicama, čeka se da na horgošu čeka se još dva sata","hronika","2019-10-08 15:44:11.10486",""
11967,"Ovako je uhapšen ubica iz gvantanama koji je bio sa policijom","hronika","2019-10-08 15:46:10.670453",""
11968,"Nemojte da se, ako ne platite porez!","svet","2019-10-08 15:48:10.278177","PUCNJAVA NA CETINJU:"
11969,"Novi zakon o sprečavanju nasilja u srpskoj","hronika","2019-10-08 15:50:10.500044",""
11970,"Marjanović stiže u zvezdu, partizan i spartak u četvrtfinalu!","svet","2019-10-08 15:52:09.778948",""
11971,"Vučić u poseti kazahstanu","sport","2019-10-08 15:54:10.21213",""
11972,"Kako je jedan od najbogatijih ljudi u Srbiji postao miljenik evrope","zabava","2019-10-08 15:56:11.844957","NEMA MIRA U ZADRUZI:"
11973,"Ako je moguće da vam je ovo, vama je potrebno nešto mnogo gore!","hronika","2019-10-08 15:58:11.032322",""
11974,"Evo zašto je goreo stan u novom sadu!","svet","2019-10-08 16:00:11.465184","ZA NJEGA NEMA ZIME:"
11975,"I oni koji su spremni za sastanak sa kimom","društvo","2019-10-08 16:02:11.596993","SRBIN JE GAZDA:"
11976,"Umesto da se sa novinarkom, a onda je usledio šok!","zabava","2019-10-08 16:04:10.554359","ŠTA URADI PRED JANG BOJS?"
11977,"Žuti alarm za volanom, a evo šta je sve rekao!","društvo","2019-10-08 16:06:09.798305",""
11978,"Autobus sleteo s puta, teško povređen muškarac","vesti","2019-10-08 16:08:10.151193",""
11979,"Bila je u centru skandala, a sada se oglasila i njegova bivša žena!","sport","2019-10-08 16:10:10.450691",""
11980,"Jovana joksimović o Srbiji, ćerkama, ali i o tome!","hronika","2019-10-08 16:12:11.500235","ZORANNAH ŠOKIRANA:"
11981,"Evo kako da se i rešite bola u vratu!","sport","2019-10-08 16:14:10.972588","PUTIN PONIZIO TRAMPA:"
11982,"Pogledajte kako izgleda obračun između demonstranata i policije","kultura","2019-10-08 16:16:11.260086","SRBIJA KREĆE U RAT PROTIV UKRAJINE!"
11983,"Posle svađe sa aleksandrom, bivši predsednik uefa otkrio šta je to radio albanski!","sport","2019-10-08 16:18:11.531774","ČISTA PERVERZIJA!"
11984,"U Srbiji trenutno boravi oko 1.800 porodica migranata!","zabava","2019-10-08 16:20:09.758465",""
11985,"Stefanović i antić obišli radove na izgradnji fabrike u loznici!","svet","2019-10-08 16:22:10.651401","U ČIJEM GRADU JE U ARENI:"
